ID,y_true,oof_pred,abs_error
TRAIN_237900,17.41620153911614,8.595997237461619,8.820204301654522
TRAIN_237901,13.98003583998126,8.318808636032617,5.661227203948643
TRAIN_237902,11.098528358170675,7.419644031297506,3.6788843268731695
TRAIN_237903,9.041418331922284,7.12729236739916,1.914125964523124
TRAIN_237904,7.297580012213455,7.30385940572105,0.006279393507594655
TRAIN_237905,7.299798434693705,6.7531402630494695,0.5466581716442356
TRAIN_237906,6.231771764864837,6.253593431000209,0.021821666135371842
TRAIN_237907,10.26877066612542,5.733254943498164,4.535515722627256
TRAIN_237908,7.745130013693548,5.8859676364059155,1.8591623772876327
TRAIN_237909,5.729756273386772,6.848386318549756,1.118630045162984
TRAIN_237910,10.568280258927864,7.1147679162073665,3.4535123427204972
TRAIN_237911,10.6729019569587,6.505450980539082,4.167450976419619
TRAIN_237912,11.174540874028615,6.92714841615191,4.247392457876705
TRAIN_237913,11.178556534704509,7.520578914267969,3.6579776204365393
TRAIN_237914,17.420163167458192,7.836789296701199,9.583373870756994
TRAIN_237915,9.55015230280796,7.520982236290295,2.0291700665176657
TRAIN_237916,12.029049519516056,6.273507036994659,5.755542482521396
TRAIN_237917,5.525498332231543,6.768259965858791,1.2427616336272473
TRAIN_237918,6.688283016114645,6.093455897755142,0.5948271183595031
TRAIN_237919,5.897367780094244,5.980734874586844,0.08336709449259949
TRAIN_237920,7.046485723459255,6.550219960771501,0.496265762687754
TRAIN_237921,18.774078453676594,6.454628918249058,12.319449535427538
TRAIN_237922,12.840584529696594,7.666800701507427,5.173783828189167
TRAIN_237923,6.3292503733921,7.37543272458233,1.0461823511902297
TRAIN_237924,10.640114584224753,6.387484334912642,4.25263024931211
TRAIN_220375,18.391139960374545,17.195720139321068,1.195419821053477
TRAIN_220376,24.26359722274861,27.9502865401538,3.6866893174051896
TRAIN_220377,38.850786075198826,31.147425687814355,7.703360387384471
TRAIN_220378,37.15017509227973,34.699718788131314,2.4504563041484175
TRAIN_220379,36.177232282536536,36.03282477072715,0.1444075118093835
TRAIN_220380,35.090591120138505,35.57750093638936,0.48690981625085783
TRAIN_220381,37.23170439635696,35.9832791885777,1.2484252077792632
TRAIN_220382,37.69574356945756,36.05783448018068,1.6379090892768815
TRAIN_220383,43.32353897511479,36.55783352052551,6.7657054545892805
TRAIN_220384,39.17083362012493,36.79496370436469,2.3758699157602408
TRAIN_220385,40.42672832193834,36.65579583935017,3.7709324825881723
TRAIN_220386,39.04989170438226,36.78159111994928,2.2683005844329784
TRAIN_220387,37.00218276024899,35.93399306278764,1.0681896974613494
TRAIN_220388,38.443087437475214,36.465512188590054,1.9775752488851595
TRAIN_220389,40.12434297706966,37.19022926482694,2.93411371224272
TRAIN_220390,38.20055914127156,36.49335102842857,1.7072081128429915
TRAIN_220391,40.90810953269828,37.073606114696965,3.8345034180013187
TRAIN_220392,40.30692425622002,37.149861643645295,3.1570626125747268
TRAIN_220393,37.907168353994045,37.00703091356417,0.900137440429873
TRAIN_220394,41.63276790709436,36.90157755363396,4.7311903534603985
TRAIN_220395,40.92133214000197,37.15764042810554,3.763691711896435
TRAIN_220396,40.286338321302125,36.741996201697916,3.5443421196042095
TRAIN_220397,39.02338687895011,36.63865246425334,2.384734414696773
TRAIN_220398,39.670736551397766,36.663072952860496,3.0076635985372704
TRAIN_220399,38.09967217112338,37.08167383584988,1.0179983352735036
TRAIN_055675,4.402707441411705,6.693196411128815,2.29048896971711
TRAIN_055676,7.664653442930877,6.116180742382542,1.5484727005483352
TRAIN_055677,6.098828451115028,6.27099838044096,0.172169929325932
TRAIN_055678,5.538212522648107,6.202016862972299,0.6638043403241927
TRAIN_055679,2.1149420319736767,5.303430232485335,3.188488200511658
TRAIN_055680,3.41095300248256,4.482792220809787,1.0718392183272272
TRAIN_055681,2.92997038354071,4.506652518671011,1.576682135130301
TRAIN_055682,1.873407506235142,4.280839137763847,2.4074316315287048
TRAIN_055683,1.7526095741772834,4.357864699282726,2.605255125105443
TRAIN_055684,4.555521601663598,4.515842988523588,0.0396786131400102
TRAIN_055685,5.142493644661689,4.768736726960095,0.373756917701594
TRAIN_055686,5.727955544157662,5.003046487580814,0.7249090565768475
TRAIN_055687,8.173349151368715,5.497152703918272,2.676196447450443
TRAIN_055688,6.00148184749456,5.310863645803717,0.6906182016908433
TRAIN_055689,5.390684367944948,4.857245624532682,0.5334387434122654
TRAIN_055690,2.6191387055474404,4.594819090429043,1.9756803848816027
TRAIN_055691,2.3155223723215594,4.223914114307621,1.9083917419860614
TRAIN_055692,3.790863193858347,4.070131009211136,0.2792678153527888
TRAIN_055693,2.50688239765908,4.198435294567552,1.6915528969084717
TRAIN_055694,3.0100356916624453,4.413972554435936,1.4039368627734903
TRAIN_055695,2.5899773532447528,4.6724766548613585,2.082499301616606
TRAIN_055696,2.1614995078487245,4.823680085665138,2.662180577816413
TRAIN_055697,3.032826443071461,5.430703499158393,2.3978770560869322
TRAIN_055698,4.349848406983,5.705391971541343,1.3555435645583431
TRAIN_055699,4.8184156343824185,5.37299070441937,0.5545750700369512
TRAIN_179950,3.256233591172784,5.002528329820564,1.7462947386477796
TRAIN_179951,3.316116382179181,4.986537476220872,1.670421094041691
TRAIN_179952,2.076062688842345,4.950206796915489,2.874144108073144
TRAIN_179953,3.725828027760839,4.960568134927275,1.2347401071664361
TRAIN_179954,3.2974939619778088,4.832225199684608,1.534731237706799
TRAIN_179955,2.608357480994779,4.68964892481552,2.0812914438207413
TRAIN_179956,5.334039747688018,4.70726987426936,0.6267698734186578
TRAIN_179957,1.924812546904839,4.684982620721475,2.760170073816636
TRAIN_179958,3.37907740804936,4.802895124771219,1.4238177167218584
