ID,y_true,oof_pred,abs_error
TRAIN_237900,17.41620153911614,9.07137702777382,8.34482451134232
TRAIN_237901,13.98003583998126,8.116196096644533,5.863839743336728
TRAIN_237902,11.098528358170675,7.418429944309436,3.6800984138612396
TRAIN_237903,9.041418331922284,7.119771457403399,1.9216468745188848
TRAIN_237904,7.297580012213455,7.220196610523878,0.07738340168957691
TRAIN_237905,7.299798434693705,6.774636435219536,0.525161999474169
TRAIN_237906,6.231771764864837,6.4682395998609366,0.23646783499609914
TRAIN_237907,10.26877066612542,5.8066043252080695,4.46216634091735
TRAIN_237908,7.745130013693548,5.935286556292528,1.80984345740102
TRAIN_237909,5.729756273386772,6.769808721776057,1.040052448389285
TRAIN_237910,10.568280258927864,6.851433634033502,3.7168466248943615
TRAIN_237911,10.6729019569587,6.4195689414546315,4.253333015504069
TRAIN_237912,11.174540874028615,6.706292252578245,4.46824862145037
TRAIN_237913,11.178556534704509,7.234915451945711,3.9436410827587975
TRAIN_237914,17.420163167458192,7.462386638665404,9.957776528792788
TRAIN_237915,9.55015230280796,7.305883347929617,2.2442689548783434
TRAIN_237916,12.029049519516056,6.18839050414847,5.840659015367586
TRAIN_237917,5.525498332231543,6.6863823341965,1.1608840019649564
TRAIN_237918,6.688283016114645,6.069080346682501,0.619202669432144
TRAIN_237919,5.897367780094244,5.888841281381469,0.008526498712775776
TRAIN_237920,7.046485723459255,6.5016651267933785,0.5448205966658763
TRAIN_237921,18.774078453676594,6.233670498072971,12.540407955603623
TRAIN_237922,12.840584529696594,7.420278627839556,5.420305901857038
TRAIN_237923,6.3292503733921,7.100791604194994,0.7715412308028933
TRAIN_237924,10.640114584224753,6.299238273275552,4.3408763109492
TRAIN_220375,18.391139960374545,18.95263554153339,0.5614955811588445
TRAIN_220376,24.26359722274861,26.232147750440358,1.9685505276917468
TRAIN_220377,38.850786075198826,30.99791830706379,7.8528677681350345
TRAIN_220378,37.15017509227973,35.015990807050386,2.1341842852293453
TRAIN_220379,36.177232282536536,36.25087168676321,0.07363940422667525
TRAIN_220380,35.090591120138505,35.57006050069394,0.479469380555436
TRAIN_220381,37.23170439635696,36.12182871752634,1.109875678830619
TRAIN_220382,37.69574356945756,36.06653081973413,1.629212749723429
TRAIN_220383,43.32353897511479,36.576932935661134,6.74660603945366
TRAIN_220384,39.17083362012493,36.913299800279475,2.257533819845456
TRAIN_220385,40.42672832193834,36.19979683645104,4.226931485487299
TRAIN_220386,39.04989170438226,37.16958499017989,1.8803067142023693
TRAIN_220387,37.00218276024899,36.169755750493145,0.8324270097558468
TRAIN_220388,38.443087437475214,36.7602626546722,1.6828247828030172
TRAIN_220389,40.12434297706966,37.16458485118919,2.9597581258804695
TRAIN_220390,38.20055914127156,36.479036111992755,1.7215230292788064
TRAIN_220391,40.90810953269828,36.653150922132994,4.254958610565289
TRAIN_220392,40.30692425622002,36.52896482809089,3.7779594281291295
TRAIN_220393,37.907168353994045,37.42288524664565,0.4842831073483964
TRAIN_220394,41.63276790709436,37.124881994200265,4.507885912894096
TRAIN_220395,40.92133214000197,37.184073582172196,3.737258557829776
TRAIN_220396,40.286338321302125,36.7437039158593,3.5426344054428256
TRAIN_220397,39.02338687895011,37.03281870954998,1.9905681694001345
TRAIN_220398,39.670736551397766,36.795161877588434,2.875574673809332
TRAIN_220399,38.09967217112338,37.276044285333356,0.8236278857900245
TRAIN_055675,4.402707441411705,7.258342295531284,2.855634854119579
TRAIN_055676,7.664653442930877,5.9977987114725035,1.6668547314583737
TRAIN_055677,6.098828451115028,5.948405055304171,0.15042339581085695
TRAIN_055678,5.538212522648107,5.967628682503694,0.42941615985558723
TRAIN_055679,2.1149420319736767,5.247110642507919,3.1321686105342423
TRAIN_055680,3.41095300248256,4.714312897407462,1.3033598949249017
TRAIN_055681,2.92997038354071,4.84753594861266,1.9175655650719503
TRAIN_055682,1.873407506235142,4.4732261135141895,2.5998186072790475
TRAIN_055683,1.7526095741772834,4.323074683647997,2.570465109470714
TRAIN_055684,4.555521601663598,4.604308243777803,0.048786642114205137
TRAIN_055685,5.142493644661689,4.88176334704063,0.26073029762105904
TRAIN_055686,5.727955544157662,5.12399115547416,0.6039643886835018
TRAIN_055687,8.173349151368715,5.483030299351146,2.690318852017569
TRAIN_055688,6.00148184749456,5.479075779039029,0.5224060684555312
TRAIN_055689,5.390684367944948,4.960022432187694,0.43066193575725364
TRAIN_055690,2.6191387055474404,4.821017748501555,2.201879042954115
TRAIN_055691,2.3155223723215594,4.513967195100834,2.1984448227792748
TRAIN_055692,3.790863193858347,4.362950874767273,0.5720876809089264
TRAIN_055693,2.50688239765908,4.194793575276899,1.6879111776178188
TRAIN_055694,3.0100356916624453,4.598496424035467,1.5884607323730218
TRAIN_055695,2.5899773532447528,4.756093886132904,2.166116532888151
TRAIN_055696,2.1614995078487245,4.849888590371934,2.68838908252321
TRAIN_055697,3.032826443071461,5.499802551000976,2.4669761079295154
TRAIN_055698,4.349848406983,5.406309181295657,1.056460774312657
TRAIN_055699,4.8184156343824185,5.352442958820277,0.5340273244378588
TRAIN_179950,3.256233591172784,4.692656920763759,1.436423329590975
TRAIN_179951,3.316116382179181,4.804713243025617,1.4885968608464362
TRAIN_179952,2.076062688842345,4.697200547474621,2.621137858632276
TRAIN_179953,3.725828027760839,4.6875351056160035,0.9617070778551646
TRAIN_179954,3.2974939619778088,4.673875073070917,1.3763811110931083
TRAIN_179955,2.608357480994779,4.68269287941269,2.0743353984179107
TRAIN_179956,5.334039747688018,4.6026889049478275,0.7313508427401905
TRAIN_179957,1.924812546904839,4.583441089826547,2.658628542921708
TRAIN_179958,3.37907740804936,4.688091176440323,1.3090137683909626
TRAIN_179959,5.798952725434374,4.660083451503388,1.138869273930986
TRAIN_179960,3.833008591269361,4.688242741528919,0.855234150259558
TRAIN_179961,2.604349341298991,4.7013504040581555,2.0970010627591646
TRAIN_179962,9.4889157695053,4.724003620798242,4.764912148707059
TRAIN_179963,4.222198980926384,5.484453158220051,1.2622541772936664
TRAIN_179964,2.157856204139786,4.8129266206376435,2.6550704164978574
TRAIN_179965,3.4555476133725205,4.693545496151437,1.2379978827789162
TRAIN_179966,5.43756434810089,4.74452337380133,0.69304097429956
TRAIN_179967,4.077182754781048,4.721848823776586,0.6446660689955381
TRAIN_179968,2.689789657075192,4.740283552981669,2.0504938959064773
TRAIN_179969,6.534849507488358,4.7501294203571245,1.7847200871312339
TRAIN_179970,3.5500680033242134,4.730503329340788,1.1804353260165747
TRAIN_179971,2.4534633877531973,4.6972399668993985,2.243776579146201
TRAIN_179972,5.010416347945041,4.693979428789623,0.31643691915541794
TRAIN_179973,2.630657019183012,4.68457783498735,2.0539208158043385
TRAIN_179974,10.146679835305154,4.754081105443272,5.392598729861882
TRAIN_221575,2.8487022084904523,3.3953407559581636,0.5466385474677113
TRAIN_221576,2.724176462160275,3.1580926863550856,0.4339162241948107
TRAIN_221577,4.254399336589627,3.016134827279342,1.2382645093102846
TRAIN_221578,3.2655637757026827,3.0598139544729115,0.20574982122977126
TRAIN_221579,4.58909723997487,3.024753602080721,1.564343637894149
TRAIN_221580,3.2680136714272527,3.020470622812886,0.2475430486143666
TRAIN_221581,3.888477484351928,3.0336556253498115,0.8548218590021164
TRAIN_221582,3.9203960954971815,3.0202045538675666,0.9001915416296149
TRAIN_221583,3.6094737696377006,3.001070766610577,0.6084030030271235
TRAIN_221584,3.1850317996131885,2.9808336820420087,0.20419811757117978
TRAIN_221585,2.7410264503291053,3.010007495649803,0.26898104532069755
TRAIN_221586,4.140258249465909,3.028152517138879,1.1121057323270298
TRAIN_221587,7.640827077534851,3.0176297698464856,4.623197307688366
TRAIN_221588,5.471520227067551,3.0034686281690397,2.4680515988985117
TRAIN_221589,10.136564998338011,3.0188384162980695,7.117726582039942
TRAIN_221590,3.4930031577384373,3.05051146751858,0.44249169021985724
TRAIN_221591,5.551925891532809,2.9859117856295123,2.566014105903297
TRAIN_221592,2.7364471222439617,2.989865234876402,0.2534181126324402
TRAIN_221593,3.617727735336856,2.99566770728792,0.6220600280489363
TRAIN_221594,3.318396443887963,3.002396874796149,0.31599956909181426
TRAIN_221595,5.099857815956403,2.9682061727330984,2.1316516432233046
TRAIN_221596,3.669717782442748,2.985091324012007,0.6846264584307407
TRAIN_221597,3.2919223850737045,2.965134336765258,0.32678804830844665
TRAIN_221598,3.723708549942164,2.9674961580156296,0.7562123919265344
TRAIN_221599,2.9290195647461874,2.963229062297125,0.034209497550937495
TRAIN_237400,4.237944897741058,8.976499763276308,4.73855486553525
TRAIN_237401,4.307853696881194,8.658605167243557,4.350751470362363
TRAIN_237402,4.945871761567672,8.033676410693719,3.0878046491260465
TRAIN_237403,6.500632691391777,6.715382128658488,0.21474943726671114
