ID,y_true,oof_pred,abs_error
TRAIN_237900,17.41620153911614,8.7646390276793,8.651562511436842
TRAIN_237901,13.98003583998126,7.757367563635313,6.2226682763459475
TRAIN_237902,11.098528358170675,7.10209542130468,3.996432936865995
TRAIN_237903,9.041418331922284,6.950929966987797,2.0904883649344868
TRAIN_237904,7.297580012213455,7.054883546257914,0.24269646595554129
TRAIN_237905,7.299798434693705,6.602040706120121,0.6977577285735839
TRAIN_237906,6.231771764864837,6.393338234163087,0.1615664692982497
TRAIN_237907,10.26877066612542,5.788208419806258,4.4805622463191614
TRAIN_237908,7.745130013693548,5.749208378300695,1.995921635392853
TRAIN_237909,5.729756273386772,6.56417619989365,0.8344199265068779
TRAIN_237910,10.568280258927864,6.652275749057749,3.916004509870115
TRAIN_237911,10.6729019569587,6.258746384609465,4.414155572349236
TRAIN_237912,11.174540874028615,6.456082240978629,4.718458633049986
TRAIN_237913,11.178556534704509,6.989809717510955,4.188746817193554
TRAIN_237914,17.420163167458192,7.2118270161063025,10.20833615135189
TRAIN_237915,9.55015230280796,6.983858184720817,2.5662941180871437
TRAIN_237916,12.029049519516056,6.108159029537527,5.920890489978529
TRAIN_237917,5.525498332231543,6.566611219194752,1.0411128869632087
TRAIN_237918,6.688283016114645,5.9279587529652655,0.7603242631493794
TRAIN_237919,5.897367780094244,5.85311552571752,0.04425225437672431
TRAIN_237920,7.046485723459255,6.328968117721694,0.7175176057375605
TRAIN_237921,18.774078453676594,6.192682523736237,12.581395929940356
TRAIN_237922,12.840584529696594,7.153061290424338,5.687523239272256
TRAIN_237923,6.3292503733921,6.875191798050213,0.5459414246581122
TRAIN_237924,10.640114584224753,6.166316330341331,4.473798253883421
TRAIN_220375,18.391139960374545,18.508396085742767,0.11725612536822183
TRAIN_220376,24.26359722274861,25.930304943933887,1.6667077211852757
TRAIN_220377,38.850786075198826,30.711121230924583,8.139664844274243
TRAIN_220378,37.15017509227973,34.34575611905359,2.8044189732261415
TRAIN_220379,36.177232282536536,35.354360208734974,0.8228720738015625
TRAIN_220380,35.090591120138505,35.063392572266594,0.02719854787191167
TRAIN_220381,37.23170439635696,35.18055026807478,2.051154128282178
TRAIN_220382,37.69574356945756,35.164435057662416,2.531308511795146
TRAIN_220383,43.32353897511479,35.59968094304767,7.72385803206712
TRAIN_220384,39.17083362012493,36.15100418822853,3.0198294318964045
TRAIN_220385,40.42672832193834,35.40413515432307,5.02259316761527
TRAIN_220386,39.04989170438226,36.22934012652455,2.8205515778577137
TRAIN_220387,37.00218276024899,35.154470840618735,1.8477119196302567
TRAIN_220388,38.443087437475214,35.57407001189496,2.869017425580253
TRAIN_220389,40.12434297706966,36.097106933133006,4.027236043936654
TRAIN_220390,38.20055914127156,36.0876262319789,2.1129329092926596
TRAIN_220391,40.90810953269828,36.122861484040676,4.785248048657607
TRAIN_220392,40.30692425622002,36.21307961752075,4.093844638699274
TRAIN_220393,37.907168353994045,36.31345353615657,1.5937148178374727
TRAIN_220394,41.63276790709436,36.15819955501849,5.47456835207587
TRAIN_220395,40.92133214000197,36.34720476783889,4.574127372163083
TRAIN_220396,40.286338321302125,35.951978609028195,4.33435971227393
TRAIN_220397,39.02338687895011,35.99326632176196,3.0301205571881553
TRAIN_220398,39.670736551397766,35.92793061102725,3.7428059403705163
TRAIN_220399,38.09967217112338,36.16040734406042,1.9392648270629635
TRAIN_055675,4.402707441411705,6.942503836356311,2.539796394944606
TRAIN_055676,7.664653442930877,5.929511332428618,1.7351421105022595
TRAIN_055677,6.098828451115028,6.040562963201133,0.05826548791389552
TRAIN_055678,5.538212522648107,5.6205445790907484,0.08233205644264174
TRAIN_055679,2.1149420319736767,5.023163127383184,2.9082210954095076
TRAIN_055680,3.41095300248256,4.363690164959486,0.9527371624769261
TRAIN_055681,2.92997038354071,4.396363373161631,1.4663929896209216
TRAIN_055682,1.873407506235142,4.16029282340402,2.2868853171688777
TRAIN_055683,1.7526095741772834,4.160804776616515,2.4081952024392317
TRAIN_055684,4.555521601663598,4.31936740719048,0.23615419447311758
TRAIN_055685,5.142493644661689,4.58420333288781,0.5582903117738791
TRAIN_055686,5.727955544157662,4.940069436191803,0.7878861079658588
TRAIN_055687,8.173349151368715,5.413534436432465,2.75981471493625
TRAIN_055688,6.00148184749456,5.168657136685141,0.8328247108094189
TRAIN_055689,5.390684367944948,4.737313594461883,0.6533707734830649
TRAIN_055690,2.6191387055474404,4.591126137328432,1.9719874317809918
TRAIN_055691,2.3155223723215594,4.191625777433762,1.8761034051122025
TRAIN_055692,3.790863193858347,3.9379580387103084,0.14709484485196134
TRAIN_055693,2.50688239765908,4.0704652301940385,1.5635828325349586
TRAIN_055694,3.0100356916624453,4.2761211563860035,1.2660854647235582
TRAIN_055695,2.5899773532447528,4.451324351913819,1.8613469986690658
TRAIN_055696,2.1614995078487245,4.589681125160871,2.428181617312146
TRAIN_055697,3.032826443071461,5.304447266005441,2.2716208229339805
TRAIN_055698,4.349848406983,5.214592087603833,0.8647436806208333
TRAIN_055699,4.8184156343824185,5.222556113044545,0.40414047866212677
TRAIN_179950,3.256233591172784,4.786464698227119,1.5302311070543353
TRAIN_179951,3.316116382179181,4.832650391608038,1.5165340094288569
TRAIN_179952,2.076062688842345,4.7169164468568905,2.6408537580145457
TRAIN_179953,3.725828027760839,4.699703636508895,0.973875608748056
TRAIN_179954,3.2974939619778088,4.665749151750111,1.3682551897723023
TRAIN_179955,2.608357480994779,4.649350648536024,2.040993167541245
TRAIN_179956,5.334039747688018,4.644069865495737,0.6899698821922806
TRAIN_179957,1.924812546904839,4.615752866648669,2.69094031974383
TRAIN_179958,3.37907740804936,4.7174804209874335,1.3384030129380733
TRAIN_179959,5.798952725434374,4.691726586375845,1.107226139058529
TRAIN_179960,3.833008591269361,4.686248988278867,0.8532403970095057
TRAIN_179961,2.604349341298991,4.674792690098231,2.07044334879924
TRAIN_179962,9.4889157695053,4.697605532498486,4.791310237006815
TRAIN_179963,4.222198980926384,5.33577742269766,1.113578441771276
TRAIN_179964,2.157856204139786,4.768143553609425,2.610287349469639
TRAIN_179965,3.4555476133725205,4.674824815127477,1.2192772017549562
TRAIN_179966,5.43756434810089,4.8123143697683055,0.6252499783325849
TRAIN_179967,4.077182754781048,4.699570947268404,0.6223881924873558
TRAIN_179968,2.689789657075192,4.778269007473712,2.0884793503985204
TRAIN_179969,6.534849507488358,4.808433584205193,1.7264159232831657
TRAIN_179970,3.5500680033242134,4.6820344838202335,1.13196648049602
TRAIN_179971,2.4534633877531973,4.687110366613908,2.2336469788607105
TRAIN_179972,5.010416347945041,4.6554650957385135,0.35495125220652746
